100 5.52e-07
200 9.58e-07
300 1.659e-06
400 2.144e-06
500 2.607e-06
600 2.953e-06
700 3.487e-06
800 4.024e-06
900 4.575e-06
1000 3.112e-06
1100 3.444e-06
1200 3.686e-06
1300 4.049e-06
1400 4.239e-06
1500 4.59e-06
1600 4.939e-06
1700 5.27e-06
1800 5.585e-06
1900 5.866e-06
2000 6.171e-06
2100 6.469e-06
2200 6.687e-06
2300 7.065e-06
2400 7.279e-06
2500 7.524e-06
2600 7.805e-06
2700 8.227e-06
2800 8.4e-06
2900 8.86e-06
3000 8.959e-06
3100 9.455e-06
3200 9.703e-06
3300 9.957e-06
3400 1.0233e-05
3500 1.0544e-05
3600 1.0942e-05
3700 1.1041e-05
3800 1.1456e-05
3900 1.1772e-05
4000 1.1904e-05
4100 1.2362e-05
4200 1.2767e-05
4300 1.2984e-05
4400 1.3251e-05
4500 1.3497e-05
4600 1.3866e-05
4700 1.4091e-05
4800 1.4412e-05
4900 1.2852e-05
5000 1.3051e-05
5100 1.3213e-05
5200 1.276e-05
5300 1.2964e-05
5400 1.3244e-05
5500 1.3865e-05
5600 1.4303e-05
5700 1.4472e-05
5800 1.4778e-05
5900 1.4877e-05
6000 1.621e-05
6100 1.7026e-05
6200 1.7954e-05
6300 1.7506e-05
6400 1.7236e-05
6500 1.6948e-05
6600 1.9604e-05
6700 1.9354e-05
6800 1.9611e-05
6900 2.0075e-05
7000 2.0322e-05
7100 2.0508e-05
7200 2.0732e-05
7300 2.1165e-05
7400 2.1325e-05
7500 2.147e-05
7600 2.1836e-05
7700 2.217e-05
7800 2.2485e-05
7900 2.2743e-05
8000 2.3068e-05
8100 2.332e-05
8200 2.3579e-05
8300 2.3698e-05
8400 2.1378e-05
8500 2.1529e-05
8600 2.1633e-05
8700 2.2041e-05
8800 2.2327e-05
8900 2.2558e-05
9000 2.261e-05
9100 3.2299e-05
9200 2.5457e-05
9300 2.5025e-05
9400 2.5342e-05
9500 2.4654e-05
9600 2.487e-05
9700 2.539e-05
9800 2.564e-05
9900 2.5703e-05
10000 2.5295e-05
10100 2.5333e-05
10200 2.5612e-05
10300 2.5948e-05
10400 2.6166e-05
10500 2.6368e-05
10600 2.6676e-05
10700 2.6903e-05
10800 2.9938e-05
10900 3.1326e-05
11000 3.0488e-05
11100 3.072e-05
11200 3.1415e-05
11300 3.1338e-05
11400 3.2368e-05
11500 6.4485e-05
11600 3.4957e-05
11700 3.3747e-05
11800 3.4036e-05
11900 3.3241e-05
12000 3.2284e-05
12100 3.2467e-05
12200 3.5063e-05
12300 3.5295e-05
12400 3.4445e-05
12500 3.4847e-05
12600 3.3806e-05
12700 3.4217e-05
12800 3.3237e-05
12900 3.3508e-05
13000 3.3838e-05
13100 3.4091e-05
13200 3.406e-05
13300 3.3352e-05
13400 3.3792e-05
13500 3.4002e-05
13600 3.4165e-05
13700 3.4519e-05
13800 3.4776e-05
13900 3.8605e-05
14000 3.7701e-05
14100 3.6541e-05
14200 3.6867e-05
14300 3.7039e-05
14400 3.7406e-05
14500 3.7664e-05
14600 3.8117e-05
14700 3.815e-05
14800 3.7209e-05
14900 3.7424e-05
15000 3.7777e-05
15100 3.7995e-05
15200 3.8504e-05
15300 3.8226e-05
15400 3.8608e-05
15500 3.8962e-05
15600 4.0321e-05
15700 4.0619e-05
15800 3.9719e-05
15900 3.9995e-05
16000 4.07e-05
16100 4.0417e-05
16200 4.0943e-05
16300 4.9097e-05
16400 4.3863e-05
16500 4.2828e-05
16600 4.2905e-05
16700 4.2977e-05
16800 4.2299e-05
16900 4.2349e-05
17000 4.2752e-05
17100 4.2893e-05
17200 4.3375e-05
17300 4.3563e-05
17400 4.3666e-05
17500 4.3734e-05
17600 4.4254e-05
17700 4.4378e-05
17800 4.4625e-05
17900 4.5179e-05
18000 4.6654e-05
18100 4.7049e-05
18200 4.7127e-05
18300 4.7324e-05
18400 4.6297e-05
18500 4.6692e-05
18600 4.689e-05
18700 4.7032e-05
18800 4.7386e-05
18900 4.7335e-05
19000 4.7766e-05
19100 4.8023e-05
19200 4.8122e-05
19300 4.8207e-05
19400 4.8767e-05
19500 4.8904e-05
19600 5.3631e-05
19700 5.1032e-05
19800 5.1189e-05
19900 5.1354e-05
20000 5.1752e-05
20100 5.2164e-05
20200 5.2356e-05
20300 5.2471e-05
20400 5.3055e-05
20500 5.2995e-05
20600 5.3386e-05
20700 5.327e-05
20800 5.3901e-05
20900 6.4148e-05
21000 5.4389e-05
21100 5.4605e-05
21200 6.8615e-05
21300 5.5102e-05
21400 5.5632e-05
21500 5.5547e-05
21600 5.6017e-05
21700 5.6292e-05
21800 5.672e-05
21900 7.1028e-05
22000 5.8822e-05
22100 5.91e-05
22200 5.9583e-05
22300 5.9772e-05
22400 5.9757e-05
22500 5.8215e-05
22600 6.2704e-05
22700 6.2673e-05
22800 6.0981e-05
22900 5.9214e-05
23000 5.9408e-05
23100 5.9654e-05
23200 6.0219e-05
23300 6.0134e-05
23400 6.5361e-05
23500 5.9202e-05
23600 7.6831e-05
23700 5.9337e-05
23800 9.0147e-05
23900 5.9753e-05
24000 6.0066e-05
24100 6.0476e-05
24200 7.4862e-05
24300 6.2816e-05
24400 6.2908e-05
24500 6.3581e-05
24600 6.1475e-05
24700 6.1629e-05
24800 6.2126e-05
24900 6.23e-05
25000 6.4452e-05
25100 6.3018e-05
25200 6.3271e-05
25300 6.3509e-05
25400 6.3561e-05
25500 6.4299e-05
25600 6.4127e-05
25700 6.4438e-05
25800 6.9518e-05
25900 6.9171e-05
26000 6.7152e-05
26100 6.7663e-05
26200 6.7873e-05
26300 6.8042e-05
26400 7.6592e-05
26500 6.7307e-05
26600 6.8973e-05
26700 6.6982e-05
26800 6.7432e-05
26900 6.7175e-05
27000 6.7467e-05
27100 6.8237e-05
27200 6.8194e-05
27300 7.0764e-05
27400 7.1105e-05
27500 7.1083e-05
27600 7.145e-05
27700 7.1797e-05
27800 7.2606e-05
27900 7.074e-05
28000 7.2622e-05
28100 7.2776e-05
28200 7.2811e-05
28300 7.3315e-05
28400 7.3512e-05
28500 7.4193e-05
28600 7.389e-05
28700 7.8857e-05
28800 7.6874e-05
28900 7.7112e-05
29000 7.7499e-05
29100 7.7701e-05
29200 7.8233e-05
29300 7.8949e-05
29400 7.8512e-05
29500 7.8982e-05
29600 7.9283e-05
29700 7.9281e-05
29800 7.9519e-05
29900 7.9898e-05
30000 8.0038e-05
30100 8.0256e-05
30200 8.0951e-05
30300 8.0897e-05
30400 8.4269e-05
30500 8.4303e-05
30600 8.9082e-05
30700 8.5031e-05
30800 9.5531e-05
30900 8.5641e-05
31000 8.5711e-05
31100 8.5974e-05
31200 8.6338e-05
31300 8.6568e-05
31400 8.6719e-05
31500 9.4518e-05
31600 8.7422e-05
31700 8.2092e-05
31800 8.1882e-05
31900 8.0116e-05
32000 8.0339e-05
32100 8.0533e-05
32200 8.0729e-05
32300 0.000109023
32400 8.888e-05
32500 8.9706e-05
32600 9.0266e-05
32700 9.0665e-05
32800 9.0653e-05
32900 9.0806e-05
33000 9.1327e-05
33100 9.1725e-05
33200 9.2621e-05
33300 9.1971e-05
33400 9.2339e-05
33500 9.2196e-05
33600 0.000160764
33700 8.7334e-05
33800 8.7611e-05
33900 9.0216e-05
34000 8.7689e-05
34100 8.7913e-05
34200 8.5759e-05
34300 8.6105e-05
34400 8.6101e-05
34500 8.655e-05
34600 8.8199e-05
34700 8.7043e-05
34800 8.6992e-05
34900 8.7669e-05
35000 8.7812e-05
35100 0.000118202
35200 9.4098e-05
35300 9.4141e-05
35400 9.4632e-05
35500 9.3836e-05
35600 9.4896e-05
35700 9.5513e-05
35800 9.5655e-05
35900 9.6195e-05
36000 9.617e-05
36100 9.6959e-05
36200 9.6662e-05
36300 9.7963e-05
36400 0.000126718
36500 9.7819e-05
36600 9.8008e-05
36700 9.6964e-05
36800 9.8251e-05
36900 9.8518e-05
37000 9.8697e-05
37100 9.9135e-05
37200 9.9374e-05
37300 9.9458e-05
37400 9.9942e-05
37500 0.000100215
37600 0.000100607
37700 0.00010098
37800 0.000137157
37900 0.000101544
38000 0.000101297
38100 0.000101977
38200 0.000101649
38300 0.000102331
38400 0.000102893
38500 0.00010254
38600 0.000102858
38700 0.00010307
38800 0.000103757
38900 0.000103833
39000 0.000104348
39100 0.000104775
39200 0.000136174
39300 0.000105131
39400 0.000105518
39500 0.000105553
39600 0.000105929
39700 0.000107476
39800 9.9719e-05
39900 9.9828e-05
40000 0.000100105
40100 0.00010016
40200 0.000100301
40300 9.745e-05
40400 9.8677e-05
40500 9.8741e-05
40600 9.829e-05
40700 0.000105205
40800 0.000105426
40900 0.000102746
41000 0.000141417
41100 0.000103238
41200 0.000165009
41300 0.000106503
41400 0.000107192
41500 0.000106951
41600 0.000112333
41700 0.000107648
41800 0.000108323
41900 0.000108665
42000 0.000108411
42100 0.000108945
42200 0.000108982
42300 0.000109491
42400 0.000109466
42500 0.000110212
42600 0.00011981
42700 0.000110636
42800 0.000110524
42900 0.00011101
43000 0.000110739
43100 0.00011138
43200 0.000107981
43300 0.000108559
43400 0.000108698
43500 0.00010897
43600 0.000109048
43700 0.000115996
43800 0.000109884
43900 0.000113797
44000 0.000113574
44100 0.000119428
44200 0.000114954
44300 0.000114918
44400 0.000115233
44500 0.000115097
44600 0.000115453
44700 0.000116117
44800 0.000116221
44900 0.000116143
45000 0.000123273
45100 0.000116379
45200 0.000117369
45300 0.000195861
45400 0.000117599
45500 0.000113918
45600 0.000114257
45700 0.000114321
45800 0.000114659
45900 0.000115008
46000 0.000115215
46100 0.000116883
46200 0.000118077
46300 0.000115448
46400 0.000112963
46500 0.000112977
46600 0.000113188
46700 0.000116707
46800 0.000117391
46900 0.000117506
47000 0.000117407
47100 0.000114295
47200 0.00011417
47300 0.000114868
47400 0.000114968
47500 0.000115655
47600 0.000115622
47700 0.000115923
47800 0.000115953
47900 0.000113741
48000 0.000113225
48100 0.000113147
48200 0.000120363
48300 0.000120931
48400 0.000121197
48500 0.000117793
48600 0.000118175
48700 0.000117846
48800 0.000118971
48900 0.000118828
49000 0.000118842
49100 0.000119405
49200 0.000120806
49300 0.000116141
49400 0.000116312
49500 0.00011632
49600 0.000117462
49700 0.000120772
49800 0.000120845
49900 0.000121414
50000 0.000121354
50100 0.000122458
50200 0.000126514
50300 0.000190116
50400 0.000130032
50500 0.000130656
50600 0.000138146
50700 0.000131077
50800 0.000131146
50900 0.00012985
51000 0.000131813
51100 0.000132071
51200 0.00013201
51300 0.000132369
51400 0.000134039
51500 0.000133276
51600 0.000134463
